prompt_id,g_profile,g_function,g_spec,g_attention_scales,rep,target_text,target_num_tokens,target_seq_logprob,target_avg_logprob,target_geo_mean_prob,target_first_token_rank,target_first_token_prob,target_rank,target_prob,final_entropy_bits,kl_from_baseline,elapsed_time,model,cartridge,type,tier,source,prompt,target,tokens_approx,metadata_json,g_family,baseline_target_prob,baseline_target_rank,baseline_target_avg_logprob,baseline_target_geo_mean_prob,baseline_final_entropy_bits,baseline_mean_entropy_bits,baseline_top1_top2_logit_margin,baseline_attn_entropy_mean,delta_target_prob,delta_target_rank,delta_target_avg_logprob,delta_target_geo_mean_prob,delta_final_entropy_bits
alg_gen_arithmetic_0000,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 97,3,-1.72,-0.57,0.56,2,0.21,2,0.21,1.38,,42.86,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,82 + 15 =, 97,5,"{""a"": 82, ""b"": 15, ""operation"": ""+""}",baseline,0.21,2.0,-0.57,0.56,1.38,3.32,1.23,1.89,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0000,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 97,3,-12.17,-4.06,0.02,1,0.48,1,0.48,8.69,7.26,0.56,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,82 + 15 =, 97,5,"{""a"": 82, ""b"": 15, ""operation"": ""+""}",constant,0.21,2.0,-0.57,0.56,1.38,3.32,1.23,1.89,0.28,-1.0,-3.49,-0.55,7.31
alg_gen_arithmetic_0000,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 97,3,-0.71,-0.24,0.79,1,0.59,1,0.59,2.13,0.59,0.4,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,82 + 15 =, 97,5,"{""a"": 82, ""b"": 15, ""operation"": ""+""}",constant,0.21,2.0,-0.57,0.56,1.38,3.32,1.23,1.89,0.38,-1.0,0.34,0.23,0.75
alg_gen_arithmetic_0000,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 97,3,-1.32,-0.44,0.64,2,0.31,2,0.31,1.5,0.05,0.34,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,82 + 15 =, 97,5,"{""a"": 82, ""b"": 15, ""operation"": ""+""}",constant,0.21,2.0,-0.57,0.56,1.38,3.32,1.23,1.89,0.1,0.0,0.13,0.08,0.12
alg_gen_arithmetic_0000,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 97,3,-3.16,-1.05,0.35,1,0.48,1,0.48,1.5,0.29,0.35,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,82 + 15 =, 97,5,"{""a"": 82, ""b"": 15, ""operation"": ""+""}",constant,0.21,2.0,-0.57,0.56,1.38,3.32,1.23,1.89,0.28,-1.0,-0.48,-0.22,0.12
alg_gen_arithmetic_0001,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 131,4,-1.79,-0.45,0.64,2,0.23,2,0.23,1.59,,0.65,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,95 + 36 =, 131,5,"{""a"": 95, ""b"": 36, ""operation"": ""+""}",baseline,0.23,2.0,-0.45,0.64,1.59,3.39,1.08,1.91,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0001,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 131,4,-15.87,-3.97,0.02,3,0.03,3,0.03,0.81,11.19,0.28,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,95 + 36 =, 131,5,"{""a"": 95, ""b"": 36, ""operation"": ""+""}",constant,0.23,2.0,-0.45,0.64,1.59,3.39,1.08,1.91,-0.2,1.0,-3.52,-0.62,-0.78
alg_gen_arithmetic_0001,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 131,4,-1.68,-0.42,0.66,1,0.58,1,0.58,2.68,0.63,0.3,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,95 + 36 =, 131,5,"{""a"": 95, ""b"": 36, ""operation"": ""+""}",constant,0.23,2.0,-0.45,0.64,1.59,3.39,1.08,1.91,0.35,-1.0,0.03,0.02,1.09
alg_gen_arithmetic_0001,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 131,4,-2.02,-0.5,0.6,2,0.31,2,0.31,1.5,0.06,0.45,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,95 + 36 =, 131,5,"{""a"": 95, ""b"": 36, ""operation"": ""+""}",constant,0.23,2.0,-0.45,0.64,1.59,3.39,1.08,1.91,0.08,0.0,-0.06,-0.04,-0.09
alg_gen_arithmetic_0001,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 131,4,-5.93,-1.48,0.23,1,0.49,1,0.49,1.5,0.31,0.2,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,95 + 36 =, 131,5,"{""a"": 95, ""b"": 36, ""operation"": ""+""}",constant,0.23,2.0,-0.45,0.64,1.59,3.39,1.08,1.91,0.26,-1.0,-1.04,-0.41,-0.09
alg_gen_arithmetic_0002,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 72,3,-1.05,-0.35,0.7,1,0.42,1,0.42,3.05,,74.15,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,4 * 18 =, 72,5,"{""a"": 4, ""b"": 18, ""operation"": ""*""}",baseline,0.42,1.0,-0.35,0.7,3.05,5.03,0.62,1.71,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0002,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 72,3,-11.67,-3.89,0.02,1,0.27,1,0.27,6.49,3.18,0.55,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,4 * 18 =, 72,5,"{""a"": 4, ""b"": 18, ""operation"": ""*""}",constant,0.42,1.0,-0.35,0.7,3.05,5.03,0.62,1.71,-0.16,0.0,-3.54,-0.68,3.44
alg_gen_arithmetic_0002,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 72,3,-2.86,-0.95,0.39,1,0.28,1,0.28,5.11,0.43,0.33,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,4 * 18 =, 72,5,"{""a"": 4, ""b"": 18, ""operation"": ""*""}",constant,0.42,1.0,-0.35,0.7,3.05,5.03,0.62,1.71,-0.14,0.0,-0.6,-0.32,2.06
alg_gen_arithmetic_0002,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 72,3,-0.5,-0.17,0.85,1,0.67,1,0.67,1.96,0.26,0.17,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,4 * 18 =, 72,5,"{""a"": 4, ""b"": 18, ""operation"": ""*""}",constant,0.42,1.0,-0.35,0.7,3.05,5.03,0.62,1.71,0.24,0.0,0.18,0.14,-1.09
alg_gen_arithmetic_0002,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 72,3,-3.21,-1.07,0.34,1,0.82,1,0.82,1.19,1.06,0.16,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,4 * 18 =, 72,5,"{""a"": 4, ""b"": 18, ""operation"": ""*""}",constant,0.42,1.0,-0.35,0.7,3.05,5.03,0.62,1.71,0.39,0.0,-0.72,-0.36,-1.86
alg_gen_arithmetic_0003,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, -64,3,-2.1,-0.7,0.5,2,0.14,2,0.14,2.17,,0.3,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,12 - 76 =, -64,5,"{""a"": 12, ""b"": 76, ""operation"": ""-""}",baseline,0.14,2.0,-0.7,0.5,2.17,4.94,1.5,2.01,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0003,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, -64,3,-16.76,-5.59,0.0,2,0.24,2,0.24,2.01,7.42,0.14,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,12 - 76 =, -64,5,"{""a"": 12, ""b"": 76, ""operation"": ""-""}",constant,0.14,2.0,-0.7,0.5,2.17,4.94,1.5,2.01,0.1,0.0,-4.88,-0.49,-0.16
alg_gen_arithmetic_0003,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, -64,3,-6.71,-2.24,0.11,9,0.01,9,0.01,4.12,1.12,0.17,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,12 - 76 =, -64,5,"{""a"": 12, ""b"": 76, ""operation"": ""-""}",constant,0.14,2.0,-0.7,0.5,2.17,4.94,1.5,2.01,-0.13,7.0,-1.53,-0.39,1.95
alg_gen_arithmetic_0003,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, -64,3,-3.15,-1.05,0.35,3,0.06,3,0.06,1.62,0.11,0.19,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,12 - 76 =, -64,5,"{""a"": 12, ""b"": 76, ""operation"": ""-""}",constant,0.14,2.0,-0.7,0.5,2.17,4.94,1.5,2.01,-0.08,1.0,-0.35,-0.15,-0.54
alg_gen_arithmetic_0003,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, -64,3,-7.16,-2.39,0.09,3,0.03,3,0.03,1.59,0.38,0.19,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,12 - 76 =, -64,5,"{""a"": 12, ""b"": 76, ""operation"": ""-""}",constant,0.14,2.0,-0.7,0.5,2.17,4.94,1.5,2.01,-0.11,1.0,-1.69,-0.4,-0.58
alg_gen_arithmetic_0004,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 9,2,-1.72,-0.86,0.42,2,0.31,2,0.31,2.08,,0.67,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,5 + 4 =, 9,5,"{""a"": 5, ""b"": 4, ""operation"": ""+""}",baseline,0.31,2.0,-0.86,0.42,2.08,3.86,0.59,1.78,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0004,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 9,2,-9.89,-4.95,0.01,20,0.0,20,0.0,6.6,6.07,0.16,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,5 + 4 =, 9,5,"{""a"": 5, ""b"": 4, ""operation"": ""+""}",constant,0.31,2.0,-0.86,0.42,2.08,3.86,0.59,1.78,-0.3,18.0,-4.09,-0.42,4.53
alg_gen_arithmetic_0004,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 9,2,-1.59,-0.79,0.45,1,0.5,1,0.5,2.91,0.27,0.23,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,5 + 4 =, 9,5,"{""a"": 5, ""b"": 4, ""operation"": ""+""}",constant,0.31,2.0,-0.86,0.42,2.08,3.86,0.59,1.78,0.2,-1.0,0.07,0.03,0.84
alg_gen_arithmetic_0004,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 9,2,-1.19,-0.59,0.55,2,0.44,2,0.44,1.8,0.07,0.15,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,5 + 4 =, 9,5,"{""a"": 5, ""b"": 4, ""operation"": ""+""}",constant,0.31,2.0,-0.86,0.42,2.08,3.86,0.59,1.78,0.14,0.0,0.27,0.13,-0.28
alg_gen_arithmetic_0004,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 9,2,-2.31,-1.15,0.32,1,0.64,1,0.64,1.54,0.42,0.18,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,5 + 4 =, 9,5,"{""a"": 5, ""b"": 4, ""operation"": ""+""}",constant,0.31,2.0,-0.86,0.42,2.08,3.86,0.59,1.78,0.33,-1.0,-0.29,-0.11,-0.54
alg_gen_arithmetic_0005,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 20,3,-0.2,-0.07,0.94,1,0.85,1,0.85,1.34,,0.17,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,20 * 1 =, 20,5,"{""a"": 20, ""b"": 1, ""operation"": ""*""}",baseline,0.85,1.0,-0.07,0.94,1.34,3.6,3.0,1.77,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0005,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 20,3,-8.33,-2.78,0.06,4,0.05,4,0.05,3.58,3.05,0.12,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,20 * 1 =, 20,5,"{""a"": 20, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.07,0.94,1.34,3.6,3.0,1.77,-0.8,3.0,-2.71,-0.87,2.25
alg_gen_arithmetic_0005,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 20,3,-1.01,-0.34,0.72,1,0.5,1,0.5,3.01,0.48,0.23,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,20 * 1 =, 20,5,"{""a"": 20, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.07,0.94,1.34,3.6,3.0,1.77,-0.36,0.0,-0.27,-0.22,1.67
alg_gen_arithmetic_0005,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 20,3,-0.18,-0.06,0.94,1,0.91,1,0.91,0.83,0.05,0.23,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,20 * 1 =, 20,5,"{""a"": 20, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.07,0.94,1.34,3.6,3.0,1.77,0.06,0.0,0.0,0.0,-0.5
alg_gen_arithmetic_0005,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 20,3,-0.63,-0.21,0.81,1,0.95,1,0.95,0.51,0.21,0.28,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,20 * 1 =, 20,5,"{""a"": 20, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.07,0.94,1.34,3.6,3.0,1.77,0.1,0.0,-0.15,-0.13,-0.83
alg_gen_arithmetic_0006,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 252,4,-1.05,-0.26,0.77,1,0.45,1,0.45,3.15,,0.19,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,18 * 14 =, 252,5,"{""a"": 18, ""b"": 14, ""operation"": ""*""}",baseline,0.45,1.0,-0.26,0.77,3.15,4.66,0.62,1.91,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0006,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 252,4,-24.6,-6.15,0.0,18,0.0,18,0.0,3.56,6.21,0.21,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,18 * 14 =, 252,5,"{""a"": 18, ""b"": 14, ""operation"": ""*""}",constant,0.45,1.0,-0.26,0.77,3.15,4.66,0.62,1.91,-0.45,17.0,-5.89,-0.77,0.42
alg_gen_arithmetic_0006,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 252,4,-2.3,-0.58,0.56,1,0.37,1,0.37,4.21,0.17,0.2,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,18 * 14 =, 252,5,"{""a"": 18, ""b"": 14, ""operation"": ""*""}",constant,0.45,1.0,-0.26,0.77,3.15,4.66,0.62,1.91,-0.07,0.0,-0.31,-0.21,1.06
alg_gen_arithmetic_0006,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 252,4,-0.69,-0.17,0.84,1,0.61,1,0.61,2.1,0.18,0.15,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,18 * 14 =, 252,5,"{""a"": 18, ""b"": 14, ""operation"": ""*""}",constant,0.45,1.0,-0.26,0.77,3.15,4.66,0.62,1.91,0.16,0.0,0.09,0.07,-1.04
alg_gen_arithmetic_0006,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 252,4,-5.77,-1.44,0.24,1,0.68,1,0.68,1.65,0.68,0.22,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,18 * 14 =, 252,5,"{""a"": 18, ""b"": 14, ""operation"": ""*""}",constant,0.45,1.0,-0.26,0.77,3.15,4.66,0.62,1.91,0.24,0.0,-1.18,-0.53,-1.5
alg_gen_arithmetic_0007,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 9,2,-0.26,-0.13,0.88,1,0.85,1,0.85,1.44,,0.19,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,9 * 1 =, 9,5,"{""a"": 9, ""b"": 1, ""operation"": ""*""}",baseline,0.85,1.0,-0.13,0.88,1.44,4.36,2.98,1.5,0.0,0.0,0.0,0.0,0.0
alg_gen_arithmetic_0007,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, 9,2,-4.67,-2.33,0.1,1,0.16,1,0.16,6.29,1.79,0.14,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,9 * 1 =, 9,5,"{""a"": 9, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.13,0.88,1.44,4.36,2.98,1.5,-0.7,0.0,-2.2,-0.78,4.85
alg_gen_arithmetic_0007,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, 9,2,-2.37,-1.18,0.31,1,0.58,1,0.58,3.7,0.33,0.2,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,9 * 1 =, 9,5,"{""a"": 9, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.13,0.88,1.44,4.36,2.98,1.5,-0.28,0.0,-1.05,-0.57,2.27
alg_gen_arithmetic_0007,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, 9,2,-0.29,-0.15,0.86,1,0.89,1,0.89,0.99,0.04,0.15,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,9 * 1 =, 9,5,"{""a"": 9, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.13,0.88,1.44,4.36,2.98,1.5,0.04,0.0,-0.02,-0.01,-0.45
alg_gen_arithmetic_0007,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, 9,2,-0.58,-0.29,0.75,1,0.95,1,0.95,0.52,0.18,0.2,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,9 * 1 =, 9,5,"{""a"": 9, ""b"": 1, ""operation"": ""*""}",constant,0.85,1.0,-0.13,0.88,1.44,4.36,2.98,1.5,0.1,0.0,-0.16,-0.13,-0.91
alg_gen_arithmetic_0008,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, 154,4,-1.32,-0.33,0.72,1,0.4,1,0.4,3.12,,0.16,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_arithmetic,14 * 11 =, 154,5,"{""a"": 14, ""b"": 11, ""operation"": ""*""}",baseline,0.4,1.0,-0.33,0.72,3.12,4.89,0.33,1.94,0.0,0.0,0.0,0.0,0.0
