prompt_id,g_profile,g_function,g_spec,g_attention_scales,rep,target_text,target_num_tokens,target_seq_logprob,target_avg_logprob,target_geo_mean_prob,target_first_token_rank,target_first_token_prob,target_rank,target_prob,final_entropy_bits,kl_from_baseline,elapsed_time,model,cartridge,type,tier,source,prompt,target,tokens_approx,metadata_json,g_family,baseline_target_prob,baseline_target_rank,baseline_target_avg_logprob,baseline_target_geo_mean_prob,baseline_final_entropy_bits,baseline_mean_entropy_bits,baseline_top1_top2_logit_margin,baseline_attn_entropy_mean,delta_target_prob,delta_target_rank,delta_target_avg_logprob,delta_target_geo_mean_prob,delta_final_entropy_bits
alg_gen_first_letters_0023,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, ADJB,2,-15.2,-7.6,0.0,446,0.0,446,0.0,6.67,0.42,22.66,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Apple, Date, Jackfruit, Banana:", ADJB,9,"{""task"": ""first_letters""}",constant,0.0,78.0,-4.41,0.01,6.25,5.91,0.05,2.62,-0.0,368.0,-3.19,-0.01,0.42
alg_gen_first_letters_0029,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, DIMLOE,3,-15.21,-5.07,0.01,1104,0.0,1104,0.0,5.34,,2.6,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",baseline,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,0.0,0.0,0.0,0.0,0.0
alg_gen_first_letters_0029,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, DIMLOE,3,-26.79,-8.93,0.0,27670,0.0,27670,0.0,10.42,3.6,15.81,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,26566.0,-3.86,-0.01,5.07
alg_gen_first_letters_0029,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, DIMLOE,3,-22.76,-7.59,0.0,19006,0.0,19006,0.0,7.06,0.93,21.02,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,17902.0,-2.52,-0.01,1.71
alg_gen_first_letters_0029,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, DIMLOE,3,-22.61,-7.54,0.0,1995,0.0,1995,0.0,5.62,0.13,21.72,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,891.0,-2.47,-0.01,0.28
alg_gen_first_letters_0029,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, DIMLOE,3,-26.23,-8.74,0.0,6154,0.0,6154,0.0,5.55,0.33,24.89,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_first_letters,"First letters of Date, Ice, Mango, Lemon, Orange, Elderberry:", DIMLOE,11,"{""task"": ""first_letters""}",constant,0.0,1104.0,-5.07,0.01,5.34,5.92,0.0,2.89,-0.0,5050.0,-3.67,-0.01,0.2
alg_gen_last_letter_0020,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, t,1,-6.2,-6.2,0.0,52,0.0,52,0.0,5.92,,18.72,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",baseline,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,0.0,0.0,0.0,0.0,0.0
alg_gen_last_letter_0020,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, t,1,-8.52,-8.52,0.0,485,0.0,485,0.0,9.62,4.09,27.22,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,433.0,-2.32,-0.0,3.7
alg_gen_last_letter_0020,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, t,1,-7.28,-7.28,0.0,88,0.0,88,0.0,6.04,0.47,0.94,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,36.0,-1.08,-0.0,0.13
alg_gen_last_letter_0020,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, t,1,-7.19,-7.19,0.0,96,0.0,96,0.0,5.68,0.3,0.79,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,44.0,-0.99,-0.0,-0.23
alg_gen_last_letter_0020,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, t,1,-8.91,-8.91,0.0,319,0.0,319,0.0,6.35,0.98,1.94,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""elephant"" is", t,7,"{""task"": ""last_letter""}",constant,0.0,52.0,-6.2,0.0,5.92,5.96,0.89,2.33,-0.0,267.0,-2.71,-0.0,0.43
alg_gen_last_letter_0021,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, n,1,-3.56,-3.56,0.03,8,0.03,8,0.03,6.21,,0.99,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""mountain"" is", n,7,"{""task"": ""last_letter""}",baseline,0.03,8.0,-3.56,0.03,6.21,6.26,0.48,2.32,0.0,0.0,0.0,0.0,0.0
alg_gen_last_letter_0021,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, n,1,-9.38,-9.38,0.0,591,0.0,591,0.0,6.89,4.07,20.76,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""mountain"" is", n,7,"{""task"": ""last_letter""}",constant,0.03,8.0,-3.56,0.03,6.21,6.26,0.48,2.32,-0.03,583.0,-5.83,-0.03,0.68
alg_gen_last_letter_0021,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, n,1,-4.46,-4.46,0.01,20,0.01,20,0.01,6.43,0.45,13.7,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""mountain"" is", n,7,"{""task"": ""last_letter""}",constant,0.03,8.0,-3.56,0.03,6.21,6.26,0.48,2.32,-0.02,12.0,-0.9,-0.02,0.22
alg_gen_last_letter_0021,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, n,1,-5.43,-5.43,0.0,24,0.0,24,0.0,5.82,0.34,1.14,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""mountain"" is", n,7,"{""task"": ""last_letter""}",constant,0.03,8.0,-3.56,0.03,6.21,6.26,0.48,2.32,-0.02,16.0,-1.88,-0.02,-0.39
alg_gen_last_letter_0021,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, n,1,-8.14,-8.14,0.0,177,0.0,177,0.0,6.41,1.07,0.92,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""mountain"" is", n,7,"{""task"": ""last_letter""}",constant,0.03,8.0,-3.56,0.03,6.21,6.26,0.48,2.32,-0.03,169.0,-4.59,-0.03,0.2
alg_gen_last_letter_0027,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, r,1,-5.28,-5.28,0.01,28,0.01,28,0.01,6.11,,0.27,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""thunder"" is", r,7,"{""task"": ""last_letter""}",baseline,0.01,28.0,-5.28,0.01,6.11,6.76,0.44,2.35,0.0,0.0,0.0,0.0,0.0
alg_gen_last_letter_0027,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, r,1,-10.05,-10.05,0.0,635,0.0,635,0.0,5.59,4.89,33.33,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""thunder"" is", r,7,"{""task"": ""last_letter""}",constant,0.01,28.0,-5.28,0.01,6.11,6.76,0.44,2.35,-0.01,607.0,-4.76,-0.01,-0.51
alg_gen_last_letter_0027,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, r,1,-6.39,-6.39,0.0,67,0.0,67,0.0,6.78,0.27,0.47,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""thunder"" is", r,7,"{""task"": ""last_letter""}",constant,0.01,28.0,-5.28,0.01,6.11,6.76,0.44,2.35,-0.0,39.0,-1.11,-0.0,0.67
alg_gen_last_letter_0027,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, r,1,-5.08,-5.08,0.01,20,0.01,20,0.01,5.83,0.26,0.36,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""thunder"" is", r,7,"{""task"": ""last_letter""}",constant,0.01,28.0,-5.28,0.01,6.11,6.76,0.44,2.35,0.0,-8.0,0.21,0.0,-0.28
alg_gen_last_letter_0027,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, r,1,-6.62,-6.62,0.0,62,0.0,62,0.0,6.44,0.91,0.3,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""thunder"" is", r,7,"{""task"": ""last_letter""}",constant,0.01,28.0,-5.28,0.01,6.11,6.76,0.44,2.35,-0.0,34.0,-1.33,-0.0,0.33
alg_gen_last_letter_0028,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, n,1,-3.97,-3.97,0.02,12,0.02,12,0.02,5.87,,1.0,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""penguin"" is", n,7,"{""task"": ""last_letter""}",baseline,0.02,12.0,-3.97,0.02,5.87,6.47,0.62,2.29,0.0,0.0,0.0,0.0,0.0
alg_gen_last_letter_0028,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, n,1,-11.47,-11.47,0.0,1541,0.0,1541,0.0,5.77,3.54,29.67,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""penguin"" is", n,7,"{""task"": ""last_letter""}",constant,0.02,12.0,-3.97,0.02,5.87,6.47,0.62,2.29,-0.02,1529.0,-7.51,-0.02,-0.1
alg_gen_last_letter_0028,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, n,1,-5.08,-5.08,0.01,25,0.01,25,0.01,6.58,0.34,2.25,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""penguin"" is", n,7,"{""task"": ""last_letter""}",constant,0.02,12.0,-3.97,0.02,5.87,6.47,0.62,2.29,-0.01,13.0,-1.12,-0.01,0.71
alg_gen_last_letter_0028,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, n,1,-5.17,-5.17,0.01,18,0.01,18,0.01,5.47,0.26,0.26,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""penguin"" is", n,7,"{""task"": ""last_letter""}",constant,0.02,12.0,-3.97,0.02,5.87,6.47,0.62,2.29,-0.01,6.0,-1.2,-0.01,-0.4
alg_gen_last_letter_0028,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, n,1,-7.52,-7.52,0.0,116,0.0,116,0.0,6.28,0.87,0.34,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_last_letter,"The last letter of ""penguin"" is", n,7,"{""task"": ""last_letter""}",constant,0.02,12.0,-3.97,0.02,5.87,6.47,0.62,2.29,-0.02,104.0,-3.56,-0.02,0.41
alg_gen_reverse_word_0024,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, enots,2,-13.24,-6.62,0.0,454,0.0,454,0.0,6.75,,26.27,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""stone"": ", enots,5,"{""task"": ""reverse_word""}",baseline,0.0,454.0,-6.62,0.0,6.75,7.08,0.07,1.95,0.0,0.0,0.0,0.0,0.0
alg_gen_reverse_word_0024,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, enots,2,-36.02,-18.01,0.0,3934,0.0,3934,0.0,0.18,9.77,0.23,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""stone"": ", enots,5,"{""task"": ""reverse_word""}",constant,0.0,454.0,-6.62,0.0,6.75,7.08,0.07,1.95,-0.0,3480.0,-11.39,-0.0,-6.57
alg_gen_reverse_word_0024,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, enots,2,-14.0,-7.0,0.0,23,0.0,23,0.0,7.09,0.66,0.29,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""stone"": ", enots,5,"{""task"": ""reverse_word""}",constant,0.0,454.0,-6.62,0.0,6.75,7.08,0.07,1.95,0.0,-431.0,-0.38,-0.0,0.34
alg_gen_reverse_word_0024,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, enots,2,-19.31,-9.66,0.0,3176,0.0,3176,0.0,6.62,0.27,0.29,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""stone"": ", enots,5,"{""task"": ""reverse_word""}",constant,0.0,454.0,-6.62,0.0,6.75,7.08,0.07,1.95,-0.0,2722.0,-3.03,-0.0,-0.13
alg_gen_reverse_word_0024,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, enots,2,-23.74,-11.87,0.0,23972,0.0,23972,0.0,6.33,1.19,0.53,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""stone"": ", enots,5,"{""task"": ""reverse_word""}",constant,0.0,454.0,-6.62,0.0,6.75,7.08,0.07,1.95,-0.0,23518.0,-5.25,-0.0,-0.42
alg_gen_reverse_word_0025,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, revir,2,-11.17,-5.58,0.0,87,0.0,87,0.0,8.0,,0.28,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""river"": ", revir,5,"{""task"": ""reverse_word""}",baseline,0.0,87.0,-5.58,0.0,8.0,7.04,0.36,1.93,0.0,0.0,0.0,0.0,0.0
alg_gen_reverse_word_0025,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, revir,2,-28.15,-14.07,0.0,165341,0.0,165341,0.0,5.37,6.09,0.19,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""river"": ", revir,5,"{""task"": ""reverse_word""}",constant,0.0,87.0,-5.58,0.0,8.0,7.04,0.36,1.93,-0.0,165254.0,-8.49,-0.0,-2.63
alg_gen_reverse_word_0025,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, revir,2,-8.62,-4.31,0.01,29,0.0,29,0.0,7.21,0.57,0.17,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""river"": ", revir,5,"{""task"": ""reverse_word""}",constant,0.0,87.0,-5.58,0.0,8.0,7.04,0.36,1.93,0.0,-58.0,1.27,0.01,-0.79
alg_gen_reverse_word_0025,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, revir,2,-14.24,-7.12,0.0,423,0.0,423,0.0,6.97,0.4,0.25,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""river"": ", revir,5,"{""task"": ""reverse_word""}",constant,0.0,87.0,-5.58,0.0,8.0,7.04,0.36,1.93,-0.0,336.0,-1.54,-0.0,-1.03
alg_gen_reverse_word_0025,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, revir,2,-17.65,-8.83,0.0,1110,0.0,1110,0.0,6.53,1.21,0.2,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""river"": ", revir,5,"{""task"": ""reverse_word""}",constant,0.0,87.0,-5.58,0.0,8.0,7.04,0.36,1.93,-0.0,1023.0,-3.24,-0.0,-1.47
alg_gen_reverse_word_0026,baseline,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.0}, ""name"": ""baseline""}","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1, nohtyp,3,-15.42,-5.14,0.01,70,0.0,70,0.0,8.13,,0.2,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""python"": ", nohtyp,5,"{""task"": ""reverse_word""}",baseline,0.0,70.0,-5.14,0.01,8.13,6.81,0.14,2.01,0.0,0.0,0.0,0.0,0.0
alg_gen_reverse_word_0026,constant_0.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.5}, ""name"": ""constant_0.5""}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",1, nohtyp,3,-36.1,-12.03,0.0,2673,0.0,2673,0.0,3.94,6.72,0.17,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""python"": ", nohtyp,5,"{""task"": ""reverse_word""}",constant,0.0,70.0,-5.14,0.01,8.13,6.81,0.14,2.01,-0.0,2603.0,-6.9,-0.01,-4.2
alg_gen_reverse_word_0026,constant_0.75,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 0.75}, ""name"": ""constant_0.75""}","[0.75, 0.75, 0.75, 0.75, 0.75, 0.75]",1, nohtyp,3,-15.25,-5.08,0.01,37,0.0,37,0.0,7.18,0.75,0.21,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""python"": ", nohtyp,5,"{""task"": ""reverse_word""}",constant,0.0,70.0,-5.14,0.01,8.13,6.81,0.14,2.01,0.0,-33.0,0.05,0.0,-0.96
alg_gen_reverse_word_0026,constant_1.25,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.25}, ""name"": ""constant_1.25""}","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25]",1, nohtyp,3,-17.65,-5.88,0.0,263,0.0,263,0.0,7.61,0.33,0.2,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""python"": ", nohtyp,5,"{""task"": ""reverse_word""}",constant,0.0,70.0,-5.14,0.01,8.13,6.81,0.14,2.01,-0.0,193.0,-0.74,-0.0,-0.52
alg_gen_reverse_word_0026,constant_1.5,constant,"{""g_function"": ""constant"", ""g_params"": {""value"": 1.5}, ""name"": ""constant_1.5""}","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",1, nohtyp,3,-23.13,-7.71,0.0,727,0.0,727,0.0,7.36,1.08,0.18,Qwen/Qwen3.5-2B-Base,uniform_check_lite,algorithmic,short,gen_reverse_word,"Reverse the word ""python"": ", nohtyp,5,"{""task"": ""reverse_word""}",constant,0.0,70.0,-5.14,0.01,8.13,6.81,0.14,2.01,-0.0,657.0,-2.57,-0.01,-0.78
