profile,layer_position,layer_index,head_index,auc,null_mean,null_q95,p_value_perm_ge,positive_rate_profile_beats_anchor
triad_odd_bal_0.45,4,19,3,0.5659943699557407,0.515093969669357,0.5306607572897682,0.02,0.3121495327102804
edges_narrow_bal_0.55,6,27,0,0.565934132242376,0.5134524858300247,0.5292706032849401,0.0,0.3186915887850467
late_boost_bal_0.60,4,19,15,0.5659062327374447,0.5154520487837366,0.5401997657189646,0.0,0.3355140186915888
edges_narrow_bal_0.55,5,23,5,0.5657249516269827,0.5142606470921884,0.5338631234688582,0.0,0.3186915887850467
late_boost_bal_0.60,3,15,3,0.5654361035694557,0.514818157955565,0.5368001441729449,0.0,0.3355140186915888
triad_odd_bal_0.45,1,7,4,0.5653719734444156,0.5131733272585266,0.5368839088128092,0.0,0.3121495327102804
triad_odd_bal_0.45,2,11,15,0.5650099258005727,0.5150122038531633,0.5334906274407706,0.0,0.3121495327102804
late_boost_bal_0.60,2,11,4,0.5648210179080035,0.514152533408554,0.5330156043706341,0.0,0.3355140186915888
triad_odd_bal_0.45,6,27,7,0.5643875292892476,0.5151911936995575,0.5387114358240042,0.0,0.3121495327102804
edges_narrow_bal_0.55,5,23,10,0.5643853911476373,0.5176607170872404,0.5454686249190431,0.0,0.3186915887850467
triad_odd_bal_0.45,7,31,3,0.5643488837542306,0.5155150432829992,0.5341070237242905,0.0,0.3121495327102804
triad_odd_bal_0.45,3,15,3,0.5642939664149961,0.5159170788857069,0.5383624056235355,0.0,0.3121495327102804
triad_odd_bal_0.45,1,7,14,0.5641800637854726,0.5151124381671441,0.5373921992970581,0.0,0.3121495327102804
triad_odd_bal_0.45,1,7,6,0.5638383558969018,0.5173123860973705,0.5424592391304347,0.0,0.3121495327102804
edges_narrow_bal_0.55,5,23,1,0.5630699668931449,0.5164219655736979,0.5388142677270514,0.0,0.3186915887850467
edges_narrow_bal_0.55,4,19,13,0.5621145746593775,0.5129100241764519,0.5282353603739506,0.0,0.3186915887850467
edges_narrow_bal_0.55,5,23,2,0.5620119957037519,0.5138315854683835,0.535365603465962,0.02,0.3186915887850467
triad_odd_bal_0.45,4,19,13,0.5614606385055976,0.515944822311898,0.5392800336826348,0.0,0.3121495327102804
late_boost_bal_0.60,1,7,14,0.5601902456033129,0.5156060160862531,0.5389772339950402,0.0,0.3355140186915888
edges_narrow_bal_0.55,2,11,12,0.559465623981753,0.5140877512681574,0.5348299804094307,0.0,0.3186915887850467
edges_narrow_bal_0.55,6,27,8,0.5581401429669052,0.5168434645137154,0.5377684652176885,0.0,0.3186915887850467
edges_narrow_bal_0.55,6,27,15,0.5575789757390713,0.519076708945287,0.5438647727775565,0.02,0.3186915887850467
late_boost_bal_0.60,3,15,12,0.5571814189281838,0.5133142147471683,0.5285713166359124,0.0,0.3355140186915888
late_boost_bal_0.60,2,11,15,0.5570012027471214,0.5173838095350031,0.5405688171158359,0.0,0.3355140186915888
triad_odd_bal_0.45,3,15,12,0.5567275774537881,0.5134247266336892,0.5298522520177037,0.0,0.3121495327102804
edges_narrow_bal_0.55,5,23,13,0.5566416856739438,0.5136171753376054,0.530802851292696,0.0,0.3186915887850467
triad_odd_bal_0.45,7,31,1,0.5561662002082792,0.5177629523561573,0.5394310563655298,0.0,0.3121495327102804
edges_narrow_bal_0.55,6,27,5,0.5561227568396028,0.5150820832780212,0.5375213706157553,0.0,0.3186915887850467
late_boost_bal_0.60,1,7,6,0.5559865072928787,0.5140299080505703,0.5335599747697346,0.0,0.3355140186915888
triad_odd_bal_0.45,5,23,0,0.5558122884665451,0.5170441454048423,0.5386184831424108,0.02,0.3121495327102804
triad_odd_bal_0.45,6,27,6,0.5556088909138245,0.5159934750065087,0.5351403849908878,0.0,0.3121495327102804
late_boost_bal_0.60,5,23,3,0.5554536942358246,0.5167832978777586,0.5372005375143487,0.0,0.3355140186915888
triad_odd_bal_0.45,5,23,11,0.5553648138505597,0.5139431463160635,0.5296272943243947,0.0,0.3121495327102804
edges_narrow_bal_0.55,3,15,7,0.5541395636975087,0.5140280543386876,0.530749349327605,0.02,0.3186915887850467
late_boost_bal_0.60,3,15,7,0.5536711211405334,0.5150869934847931,0.5351112051369448,0.02,0.3355140186915888
triad_odd_bal_0.45,6,27,4,0.553347110127571,0.5155143517313201,0.5352007940640457,0.0,0.3121495327102804
edges_narrow_bal_0.55,6,27,13,0.55331088664422,0.5138146901109866,0.5344413871892965,0.0,0.3186915887850467
late_boost_bal_0.60,7,31,3,0.5532695524762096,0.5134125500981395,0.5276994229164463,0.0,0.3355140186915888
edges_narrow_bal_0.55,4,19,12,0.5531258422536798,0.5147658182783631,0.533883035854362,0.0,0.3186915887850467
edges_narrow_bal_0.55,3,15,11,0.55299711572113,0.5120418039414454,0.5307970183716898,0.0,0.3186915887850467
edges_narrow_bal_0.55,7,31,0,0.5528080486264477,0.5155364879379216,0.5395894428152492,0.0,0.3186915887850467
triad_odd_bal_0.45,2,11,12,0.5527003059099193,0.515142134209841,0.5360396055714658,0.0,0.3121495327102804
late_boost_bal_0.60,6,27,9,0.5526838498877567,0.5163152059361643,0.5365498003909908,0.0,0.3355140186915888
triad_odd_bal_0.45,5,23,3,0.5526311507419943,0.5163593465243427,0.5389976161806821,0.02,0.3121495327102804
edges_narrow_bal_0.55,3,15,13,0.5521121208098508,0.5139722996592768,0.528478130568931,0.0,0.3186915887850467
edges_narrow_bal_0.55,6,27,12,0.5516535325376425,0.5131888378005462,0.5322755632791475,0.0,0.3186915887850467
late_boost_bal_0.60,6,27,4,0.5515790463429828,0.5158072313701525,0.5342306923827321,0.0,0.3355140186915888
edges_narrow_bal_0.55,6,27,2,0.5510098998748939,0.516032004634155,0.5374767185997771,0.0,0.3186915887850467
late_boost_bal_0.60,0,3,15,0.5503527927631451,0.5169480781511387,0.5372880990718867,0.0,0.3355140186915888
late_boost_bal_0.60,7,31,1,0.5501921652974154,0.5169523093136504,0.5403960446466,0.0,0.3355140186915888
edges_narrow_bal_0.55,2,11,13,0.5500726098097664,0.515058992956245,0.5358388746082892,0.0,0.3186915887850467
triad_odd_bal_0.45,5,23,12,0.5500398659203333,0.5125876236657122,0.534008070814892,0.02,0.3121495327102804
late_boost_bal_0.60,6,27,6,0.5493459327950354,0.515717358344205,0.5383625401078946,0.0,0.3355140186915888
late_boost_bal_0.60,6,27,7,0.549267577933704,0.5163942659912478,0.539705346543963,0.02,0.3355140186915888
edges_narrow_bal_0.55,6,27,11,0.5491031381115012,0.5149832856642892,0.5319115085542804,0.0,0.3186915887850467
late_boost_bal_0.60,5,23,11,0.5486603277583849,0.5144951008622953,0.5414734239899079,0.0,0.3355140186915888
edges_narrow_bal_0.55,7,31,2,0.5485721411647337,0.5161795574220902,0.5409189465342392,0.04,0.3186915887850467
triad_odd_bal_0.45,5,23,6,0.548402515620932,0.5156063687841709,0.5418989805714657,0.02,0.3121495327102804
late_boost_bal_0.60,6,27,13,0.5482607179655944,0.5133739995063644,0.5278163675469835,0.0,0.3355140186915888
triad_odd_bal_0.45,6,27,0,0.547830968497787,0.515383607784431,0.5396977105571465,0.0,0.3121495327102804
edges_narrow_bal_0.55,2,11,14,0.547743464111445,0.514928335525707,0.5343512786165115,0.0,0.3186915887850467
late_boost_bal_0.60,5,23,10,0.5475241822690784,0.5140359413748928,0.5311973798134371,0.0,0.3355140186915888
triad_odd_bal_0.45,5,23,10,0.5467936409789117,0.5136848314241084,0.5301988414475397,0.0,0.3121495327102804
triad_odd_bal_0.45,3,15,13,0.546500748502994,0.5149261260088519,0.5377601454699298,0.0,0.3121495327102804
edges_narrow_bal_0.55,4,19,1,0.5460700191882987,0.5167000953380881,0.5365472728077267,0.02,0.3186915887850467
late_boost_bal_0.60,3,15,11,0.5458669769519175,0.5184386226782476,0.5382884947639364,0.02,0.3355140186915888
late_boost_bal_0.60,5,23,6,0.545610364781057,0.5105769660214144,0.5275988348632119,0.0,0.3355140186915888
late_boost_bal_0.60,2,11,11,0.5447465024348772,0.5152135365858436,0.5357035678886107,0.02,0.3355140186915888
triad_odd_bal_0.45,5,23,1,0.5446742384795626,0.5159324557406926,0.5368649928404061,0.02,0.3121495327102804
edges_narrow_bal_0.55,5,23,4,0.5443080747740245,0.516729541532409,0.5368383154524135,0.04,0.3186915887850467
edges_narrow_bal_0.55,1,7,4,0.5442799158450293,0.5175770448410829,0.5354426382502846,0.0,0.3186915887850467
triad_odd_bal_0.45,6,27,5,0.5439948906534756,0.5136932927623017,0.5379633396250976,0.04,0.3121495327102804
edges_narrow_bal_0.55,4,19,11,0.5438937362473801,0.5168593139680356,0.5386616061048558,0.02,0.3186915887850467
late_boost_bal_0.60,5,23,5,0.5437944908696999,0.5158420209285837,0.5359231573874922,0.02,0.3355140186915888
late_boost_bal_0.60,7,31,0,0.5436377811470368,0.5156861731093951,0.5377611665471755,0.02,0.3355140186915888
edges_narrow_bal_0.55,4,19,0,0.5427633563834281,0.514000136771941,0.5287492608281139,0.02,0.3186915887850467
triad_odd_bal_0.45,5,23,5,0.5426606027076282,0.5151591382452486,0.5322598688492579,0.02,0.3121495327102804
triad_odd_bal_0.45,5,23,8,0.5422700794064046,0.5160106417599585,0.5333020779093985,0.04,0.3121495327102804
late_boost_bal_0.60,5,23,2,0.5414673514881547,0.5173482364279586,0.5348845637005434,0.0,0.3355140186915888
edges_narrow_bal_0.55,3,15,12,0.5410255481940069,0.5131548861775864,0.5355548716958514,0.02,0.3186915887850467
late_boost_bal_0.60,4,19,11,0.5401705785331187,0.518151060337161,0.5458248612139519,0.1,0.3355140186915888
late_boost_bal_0.60,5,23,12,0.5398493236016596,0.5132852234484758,0.5316882730196789,0.04,0.3355140186915888
triad_odd_bal_0.45,5,23,2,0.5397113381931788,0.5129272975787555,0.5333018745118459,0.02,0.3121495327102804
triad_odd_bal_0.45,6,27,9,0.5396462509763083,0.5151247233793282,0.5322922090601406,0.02,0.3121495327102804
edges_narrow_bal_0.55,6,27,10,0.5395331249572588,0.5146713651851048,0.5341219844804074,0.02,0.3186915887850467
late_boost_bal_0.60,5,23,1,0.5382743908888967,0.5171263354606677,0.5348373548965912,0.02,0.3355140186915888
late_boost_bal_0.60,6,27,0,0.5379805601589036,0.5153248788437957,0.5421472757973587,0.08,0.3355140186915888
late_boost_bal_0.60,2,11,10,0.5379570537005043,0.5163248435841081,0.537839521408507,0.06,0.3355140186915888
late_boost_bal_0.60,6,27,8,0.5372851607645868,0.5208962620813401,0.544802917935036,0.2,0.3355140186915888
late_boost_bal_0.60,2,11,13,0.5370833969966582,0.515819689793104,0.5306992387825221,0.02,0.3355140186915888
triad_odd_bal_0.45,3,15,11,0.5370386943504295,0.5179807504556107,0.5397809001562093,0.08,0.3121495327102804
triad_odd_bal_0.45,6,27,15,0.5362535797969279,0.5155579601666231,0.5337277889872428,0.02,0.3121495327102804
late_boost_bal_0.60,2,11,8,0.5360060176533503,0.5177921167174014,0.5429647128881994,0.1,0.3355140186915888
late_boost_bal_0.60,4,19,14,0.5359041563336193,0.5153500307542831,0.5320003212549315,0.04,0.3355140186915888
late_boost_bal_0.60,6,27,15,0.5358806498752199,0.5146617616523474,0.5382773291961966,0.06,0.3355140186915888
edges_narrow_bal_0.55,3,15,10,0.5357839646967484,0.5162869636226864,0.5352067066523459,0.04,0.3186915887850467
edges_narrow_bal_0.55,3,15,1,0.5355586932647864,0.5156861325320106,0.5334666859756465,0.04,0.3186915887850467
edges_narrow_bal_0.55,2,11,2,0.5347099026907868,0.5183711266387491,0.5495760069834145,0.16,0.3186915887850467
edges_narrow_bal_0.55,1,7,8,0.5344041771759813,0.512643841843364,0.5359406490230862,0.08,0.3186915887850467
triad_odd_bal_0.45,2,11,14,0.5340162067170008,0.5154419422025514,0.5416875488154126,0.08,0.3121495327102804
late_boost_bal_0.60,7,31,2,0.5339766267448649,0.5160173791082433,0.5332539990362352,0.06,0.3355140186915888
triad_odd_bal_0.45,6,27,13,0.5331375292892476,0.5128652206456652,0.5291729041916168,0.04,0.3121495327102804
triad_odd_bal_0.45,1,7,1,0.5330927818276491,0.518173083181463,0.5436460638505598,0.24,0.3121495327102804
late_boost_bal_0.60,2,11,6,0.5329423425752893,0.5152856230582685,0.5345605663489377,0.08,0.3355140186915888
triad_odd_bal_0.45,2,11,6,0.5328568406664931,0.5121520274668054,0.5333008575240823,0.06,0.3121495327102804
late_boost_bal_0.60,4,19,13,0.5327719207518933,0.5141077927827338,0.5348245242880482,0.08,0.3355140186915888
edges_narrow_bal_0.55,2,11,7,0.5327347549569772,0.5175337605445133,0.5363411092204402,0.1,0.3186915887850467
triad_odd_bal_0.45,0,3,3,0.5325964917990107,0.5180215113251757,0.5396285553892216,0.18,0.3121495327102804
late_boost_bal_0.60,2,11,12,0.5323664343445029,0.5133510415319943,0.5273505478963679,0.0,0.3355140186915888
late_boost_bal_0.60,6,27,12,0.5320804391006428,0.5155739689479685,0.5330688856763396,0.1,0.3355140186915888
triad_odd_bal_0.45,6,27,12,0.5312947474615985,0.515283129393387,0.5374074541135121,0.1,0.3121495327102804
triad_odd_bal_0.45,7,31,0,0.5310588063004427,0.5159689045821401,0.5335786985810986,0.1,0.3121495327102804
triad_odd_bal_0.45,4,19,11,0.5309164280135381,0.5141402792241606,0.530539328950794,0.06,0.3121495327102804
late_boost_bal_0.60,5,23,13,0.5308581032638717,0.5182679657902676,0.5440988995059726,0.18,0.3355140186915888
edges_narrow_bal_0.55,5,23,7,0.5307958115604472,0.5165360494631702,0.5351411365748283,0.06,0.3186915887850467
triad_odd_bal_0.45,4,19,12,0.5307415061181984,0.5162801028378026,0.5358555307862536,0.14,0.3121495327102804
triad_odd_bal_0.45,3,15,7,0.5302533519916689,0.5136728716480083,0.5315160439989586,0.08,0.3121495327102804
edges_narrow_bal_0.55,5,23,9,0.5284988474952632,0.5131935041373512,0.5327906705445535,0.1,0.3186915887850467
late_boost_bal_0.60,6,27,5,0.5280334105128718,0.512606435284761,0.5295544742584691,0.06,0.3355140186915888
edges_narrow_bal_0.55,6,27,3,0.5279879640692066,0.5163938066447025,0.5399297635856776,0.2,0.3186915887850467
edges_narrow_bal_0.55,1,7,5,0.5276178752881262,0.5146890650833303,0.5352962118195094,0.12,0.3186915887850467
triad_odd_bal_0.45,6,27,2,0.5273040874772195,0.5165777954959645,0.5405965243426191,0.14,0.3121495327102804
triad_odd_bal_0.45,4,19,1,0.5271047578755532,0.5156519298359803,0.5356391157901588,0.24,0.3121495327102804
triad_odd_bal_0.45,2,11,7,0.5269176321270501,0.514139791070034,0.5301522634079667,0.14,0.3121495327102804
triad_odd_bal_0.45,4,19,0,0.5268037294975266,0.514157527336631,0.5312154224160376,0.1,0.3121495327102804
late_boost_bal_0.60,1,7,8,0.5264153826263767,0.5147713017484886,0.5392260106797676,0.18,0.3355140186915888
triad_odd_bal_0.45,2,11,10,0.5263684587347045,0.5147596654517054,0.535750374251497,0.14,0.3121495327102804
triad_odd_bal_0.45,5,23,13,0.5263115074199427,0.518358174954439,0.5363599567170009,0.28,0.3121495327102804
edges_narrow_bal_0.55,3,15,8,0.5262823375129229,0.5160736798490682,0.541110628386614,0.2,0.3186915887850467
late_boost_bal_0.60,5,23,9,0.526070621236518,0.5142329254962801,0.5382928042813097,0.12,0.3355140186915888
triad_odd_bal_0.45,2,11,11,0.5259860713355897,0.5171073613642281,0.5407586321921375,0.22,0.3121495327102804
triad_odd_bal_0.45,2,11,13,0.5257419942723248,0.5155280200468628,0.5368237031372038,0.2,0.3121495327102804
late_boost_bal_0.60,6,27,2,0.5250715967545416,0.5160477024395785,0.5374640057355758,0.16,0.3355140186915888
triad_odd_bal_0.45,6,27,10,0.5247697539703202,0.5154604920593594,0.533671651262692,0.2,0.3121495327102804
triad_odd_bal_0.45,6,27,11,0.5243995704243687,0.5183624869825565,0.5393244760479042,0.4,0.3121495327102804
triad_odd_bal_0.45,3,15,1,0.5242002408227023,0.5157429705805779,0.5413889612080187,0.22,0.3121495327102804
triad_odd_bal_0.45,1,7,8,0.5241839690184849,0.5166622461598541,0.5324268582400417,0.2,0.3121495327102804
late_boost_bal_0.60,1,7,1,0.5238375076885707,0.5137524534865956,0.5333846557675054,0.16,0.3355140186915888
triad_odd_bal_0.45,2,11,2,0.5236795430877376,0.5135461142931528,0.537529085850039,0.18,0.3121495327102804
late_boost_bal_0.60,6,27,11,0.5232420107424515,0.5141706333815216,0.5323245144936904,0.24,0.3355140186915888
late_boost_bal_0.60,4,19,1,0.5222821636911408,0.5150648190590363,0.533534509439802,0.22,0.3355140186915888
triad_odd_bal_0.45,6,27,8,0.5215662425149701,0.5172540923587606,0.5379236771023171,0.3,0.3121495327102804
triad_odd_bal_0.45,3,15,10,0.5209052004686279,0.5150971426711795,0.5427588437255922,0.22,0.3121495327102804
edges_narrow_bal_0.55,1,7,15,0.5205902111517404,0.5167019457819936,0.535375056820696,0.32,0.3186915887850467
late_boost_bal_0.60,4,19,0,0.5198218210453323,0.5162688198582561,0.535055377298246,0.36,0.3355140186915888
late_boost_bal_0.60,5,23,4,0.5196886177810687,0.5131752132231665,0.5260500530854185,0.34,0.3355140186915888
late_boost_bal_0.60,3,15,10,0.519520154829206,0.5147573545831718,0.5382373682169176,0.24,0.3355140186915888
triad_odd_bal_0.45,2,11,5,0.5194366701379849,0.5166258786774278,0.5421795674954438,0.36,0.3121495327102804
triad_odd_bal_0.45,3,15,8,0.519241408487373,0.519262561832856,0.5404588241994271,0.44,0.3121495327102804
triad_odd_bal_0.45,5,23,4,0.5188020697734965,0.5152915907315804,0.5325279468237438,0.26,0.3121495327102804
edges_narrow_bal_0.55,2,11,11,0.5187437899504805,0.5169791100973896,0.5377585090249367,0.46,0.3186915887850467
edges_narrow_bal_0.55,1,7,3,0.5181363616250115,0.5137194324768997,0.5308963791640017,0.3,0.3186915887850467
edges_narrow_bal_0.55,2,11,6,0.5180237259090306,0.5166689596080278,0.5360892879411397,0.4,0.3186915887850467
triad_odd_bal_0.45,6,27,3,0.5177891499609477,0.5158687516271805,0.5385363105311116,0.38,0.3121495327102804
edges_narrow_bal_0.55,2,11,10,0.5177702955480733,0.5156607894959151,0.535530132065377,0.36,0.3186915887850467
triad_odd_bal_0.45,0,3,0,0.5174718497787034,0.5179350266857589,0.5360629962900286,0.52,0.3121495327102804
late_boost_bal_0.60,2,11,14,0.5157316972838287,0.5151495990189973,0.531893954530674,0.46,0.3355140186915888
triad_odd_bal_0.45,2,11,8,0.5142581684457173,0.5150039052330123,0.5342086208018745,0.4,0.3121495327102804
triad_odd_bal_0.45,4,19,2,0.514156469669357,0.5157587542306693,0.5363300572767509,0.48,0.3121495327102804
late_boost_bal_0.60,5,23,8,0.5140431500221352,0.5147403515782627,0.5372812430215201,0.46,0.3355140186915888
triad_odd_bal_0.45,7,31,2,0.5139734118719084,0.5144135641759958,0.5346780623535539,0.38,0.3121495327102804
late_boost_bal_0.60,2,11,2,0.5138511806118731,0.5144860900532422,0.5356022942303398,0.46,0.3355140186915888
edges_narrow_bal_0.55,3,15,15,0.5134861156366533,0.5155018122282159,0.5319911580962955,0.54,0.3186915887850467
late_boost_bal_0.60,6,27,10,0.5134319821037496,0.5134308851356911,0.5341082629119017,0.4,0.3355140186915888
late_boost_bal_0.60,3,15,1,0.5131028916861575,0.5121672562869981,0.5266614168909575,0.36,0.3355140186915888
triad_odd_bal_0.45,1,7,5,0.5128913368914345,0.5145486201510022,0.5354690754360844,0.5,0.3121495327102804
edges_narrow_bal_0.55,5,23,8,0.5121344870448813,0.515594414877569,0.5399096500649666,0.58,0.3186915887850467
edges_narrow_bal_0.55,0,3,0,0.5120339194413268,0.5177568597162385,0.5437002441781414,0.62,0.3186915887850467
edges_narrow_bal_0.55,4,19,14,0.5110926066720571,0.5163934043742886,0.5299775935379281,0.58,0.3186915887850467
late_boost_bal_0.60,2,11,7,0.5110813362638051,0.5165537181340573,0.5375799709303465,0.58,0.3355140186915888
triad_odd_bal_0.45,1,7,15,0.5099298685238219,0.5144224323092945,0.5374123356547774,0.52,0.3121495327102804
edges_narrow_bal_0.55,2,11,8,0.5095961607311668,0.5142332927040215,0.5307053007172482,0.54,0.3186915887850467
late_boost_bal_0.60,6,27,3,0.5095808406693072,0.5149656218045906,0.5340653636253228,0.58,0.3355140186915888
late_boost_bal_0.60,2,11,5,0.5083859290340021,0.5153900700884235,0.5341180572695682,0.68,0.3355140186915888
late_boost_bal_0.60,1,7,5,0.5068384205227052,0.5160404937923361,0.5330030675928211,0.8,0.3355140186915888
triad_odd_bal_0.45,4,19,14,0.506728391043999,0.5141003319448059,0.5305944496875814,0.68,0.3121495327102804
triad_odd_bal_0.45,5,23,7,0.5064477024212444,0.5143570196563393,0.5358321400676906,0.74,0.3121495327102804
late_boost_bal_0.60,3,15,15,0.506270347778052,0.5147017226316266,0.5393002519108792,0.68,0.3355140186915888
triad_odd_bal_0.45,3,15,15,0.5060042957563134,0.5172604790419161,0.5390826363577194,0.88,0.3121495327102804
edges_narrow_bal_0.55,4,19,7,0.5053240489321732,0.5142971732457992,0.5360215053763441,0.74,0.3186915887850467
late_boost_bal_0.60,3,15,8,0.5049500683646164,0.5139023463363225,0.5306702474838295,0.82,0.3355140186915888
triad_odd_bal_0.45,1,7,3,0.5045520372298881,0.513870818146316,0.5408991799010674,0.66,0.3121495327102804
late_boost_bal_0.60,4,19,7,0.5043624069046304,0.5138486732563108,0.5375705683469866,0.74,0.3355140186915888
edges_narrow_bal_0.55,1,7,1,0.5032925833403731,0.5144620236615458,0.5302052785923754,0.9,0.3186915887850467
triad_odd_bal_0.45,4,19,7,0.5025180617026817,0.5140540386618068,0.5350203804347826,0.88,0.3121495327102804
late_boost_bal_0.60,1,7,3,0.5024779724896082,0.5132892195464038,0.5295738670866488,0.9,0.3355140186915888
triad_odd_bal_0.45,5,23,9,0.502383819317886,0.5131030330643059,0.5323806869955741,0.86,0.3121495327102804
late_boost_bal_0.60,0,3,0,0.5021919772457483,0.5132085140392322,0.5346330445956694,0.82,0.3355140186915888
edges_narrow_bal_0.55,2,11,5,0.5017156833166391,0.5157424503900011,0.5365245445293235,0.92,0.3186915887850467
late_boost_bal_0.60,4,19,2,0.5013692512017677,0.5147841519457473,0.5384636178790123,0.96,0.3355140186915888
late_boost_bal_0.60,1,7,15,0.5005112654701879,0.5159038429141739,0.5364459801997266,0.96,0.3355140186915888
edges_narrow_bal_0.55,4,19,2,0.5002554417130283,0.5129909207567512,0.5267906061812873,1.0,0.3186915887850467
late_boost_bal_0.60,5,23,7,0.5002174347401949,0.5137010526975622,0.5359400036826785,0.98,0.3355140186915888
